TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
BTC,,,2001-12-20,2003-09-10,6
BTCB,91272,20415P10,2006-05-01,2009-09-25,1
BTCI,10934,11575910,1986-12-12,1989-07-31,1
BTCS,21920,05581M40,2022-04-14,2023-12-29,1
BTCU,,,2006-06-15,2014-03-19,6
BTCU,91446,20361210,2014-03-20,2021-12-03,1
BTCY,21831,09074H10,2021-08-26,2023-07-02,1
BTCY,21831,09074H20,2023-07-20,2023-12-29,1
BTDR,23856,G1144810,2023-07-20,2023-12-29,1
BTE,91135,07317610,2006-10-19,2011-01-02,2
BTE,91135,07317Q10,2011-01-03,2023-12-29,2
BTEC,16564,05978410,1982-08-19,1999-07-22,1
BTF,81767,05581610,1995-10-19,1998-09-30,1
BTFC,85703,05576310,1994-12-15,2000-11-14,1
BTFC,85703,74342Y10,2000-11-16,2002-01-18,1
BTFG,10002,05978R10,2002-10-17,2012-07-24,1
BTGC,18033,09057810,1984-03-15,2003-06-22,1
BTGC,18033,80517Q10,2003-07-17,2013-10-16,1
BTGC,,,2013-11-14,2017-12-31,6
BTGG,,,2009-07-16,2023-03-31,6
BTGI,81146,05576J10,1995-02-16,2001-11-27,1
BTGO,,,2008-11-20,,6
BTGU,13978,11777Q20,2013-07-18,2023-12-29,2
BTH,80592,09643P10,1994-07-14,2009-02-01,1
BTH,80592,09643P20,2009-02-19,2015-10-14,1
BTHC,,,2006-09-14,2021-03-30,6
BTHE,,,2012-09-20,2018-03-27,6
BTI,59504,05527020,1984-07-19,1994-03-14,1
BTI,59504,05527050,1994-03-17,1998-09-07,1
BTI,59504,11044810,1998-09-17,2023-12-29,1
BTIC,84589,11739410,1997-03-20,2000-07-06,1
BTIM,77393,09066L10,1996-11-14,2019-08-11,1
BTIM,77393,53566P10,2019-08-15,2023-12-29,1
BTK,61495,05583010,1982-03-04,1983-09-30,1
BTL,30031,12364510,1977-10-20,1987-01-30,1
BTLR,19992,12365510,1978-03-16,2004-04-27,1
BTMD,21061,09068310,2022-07-14,2023-12-29,1
BTN,82234,05851610,1996-02-15,2018-03-16,1
BTNB,20418,G1355V10,2022-03-17,2022-03-17,1
BTNB,22973,G7258M10,2022-04-14,2023-12-29,1
BTNV,,,1990-12-20,1998-11-18,6
BTNV,89151,12007Q10,2001-09-20,2007-04-19,1
BTNV,89151,21989G10,2007-05-17,2008-05-07,1
BTO,80784,40973510,2003-02-20,2006-09-21,1
BTOK,,,1995-02-16,1997-03-31,6
BTOP,77848,08658210,1992-09-17,1995-06-28,1
BTPH,,,2001-02-15,2002-06-19,6
BTPH,89875,09065V20,2003-10-01,2012-06-03,1
BTPH,89875,09065V30,2012-06-14,2013-07-17,1
BTPH,89875,00182C10,2013-07-18,2023-12-29,1
BTR1,18220,09090510,1988-05-19,1989-05-17,5
BTRE,76618,11457710,1991-06-20,1996-09-25,1
BTRL,18220,09090510,1989-05-18,1990-09-07,1
BTRN,83487,09066Y10,1996-06-20,2003-03-10,1
BTRN,,,2003-03-20,2006-12-31,6
BTRS,18852,11778X10,2021-02-18,2022-12-15,1
BTRX,90122,06850R10,2004-05-20,2008-08-06,1
BTRY,77335,12423410,1992-04-16,1998-10-02,1
BTSC,16812,06637210,1983-08-18,1985-12-31,1
BTSR,85964,10947N10,1998-06-18,2001-07-02,1
BTTR,21368,08771Y30,2021-08-19,2023-12-29,1
BTTX,20844,08773T10,2021-11-18,2023-12-29,1
BTU,60054,74724310,1981-12-16,1989-07-31,1
BTU,88991,70454910,2001-05-23,2001-07-18,5
BTUI,75447,05603210,1989-04-20,2014-10-28,1
BTV,77061,08658510,1992-03-19,1998-07-31,1
BTVC,,,2007-05-17,,6
BTWS,77599,09174710,1996-07-18,2001-03-27,1
BTWS,77599,05266610,2001-04-19,2012-08-30,1
BTWS,77599,05266620,2012-09-20,2016-01-24,1
BTWS,,,2016-02-18,2022-06-30,6
BTX,63511,05978610,1982-09-01,1987-07-19,1
BTX,63511,05978640,1987-08-20,1995-08-31,1
BTX,63511,31928N10,1995-09-14,2002-12-31,1
BTY,66835,11102120,1985-02-14,1985-06-02,1
BTY,66835,11102140,1987-04-16,2001-11-18,1
BTY,66835,05577E10,2001-12-20,2019-09-13,1
BTY,,,2019-09-19,2022-03-31,6
BTYD,80512,10325510,1994-06-16,2004-09-13,1
BTZ,75891,08490010,1990-03-15,1993-02-08,1
BTZ,78948,08520F10,1993-03-18,2001-05-16,1
BTZY,,,1987-09-17,2000-04-10,6
BU,10823,11425910,1976-10-14,1997-09-29,1
BU,10823,49337510,1997-10-16,1998-05-29,1
BU0N,,,2004-04-15,2010-10-08,6
BU0R,,,2004-04-15,2023-09-14,6
BUCA,86858,11776910,1999-05-20,2008-09-29,1
BUCY,90277,11875910,2004-08-19,2011-07-08,1
BUD,59184,03522910,1979-10-01,2008-11-17,1
BUDH,,,2003-12-18,2004-09-01,6
BUFE,88846,37182810,2001-12-20,2004-08-16,1
BUFF,15494,09531U10,2015-08-20,2018-04-24,1
BUG,68689,84762110,1986-02-20,1986-09-30,1
BUGS,27124,21685010,1984-01-19,1986-04-21,1
BUGS,27124,21665510,1986-05-15,1987-07-27,1
BUGS,27124,21665520,1987-08-20,1996-01-16,1
BUKX,,,2007-05-17,2012-06-27,6
BULB,52741,58555210,1984-06-14,1987-12-15,1
BULK,78647,05508910,1988-01-14,1993-06-10,1
BULL,19749,12018210,1995-10-19,2003-05-15,1
BULL,19749,12018220,2003-06-19,2004-01-14,1
BULR,86159,11904810,1988-05-19,1988-12-22,1
BULV,,,2003-10-16,2004-06-01,6
BUNS,90826,05633210,2005-08-18,2008-01-08,1
BUNS,90826,69945P10,2008-01-17,2009-01-07,1
BUNS,,,2009-01-15,2010-01-31,6
BUNZ,82675,80683210,1996-02-15,2004-05-15,1
BUR2,19845,12216930,1990-08-10,2000-11-29,1
BUR3,20677,12169110,1976-01-15,1987-09-03,1
BUR3,77465,12169010,1992-06-18,1994-02-03,1
BUR3,77465,12169310,1994-02-17,2001-11-14,1
BUR3,,,2001-12-20,2003-09-10,6
BURBY,,,2022-08-18,,6
BURH,19933,12305110,1983-08-18,1988-12-28,1
BURH,19933,42032310,1989-01-19,1998-02-11,1
BURH,19933,42032320,1998-03-19,2001-02-19,1
BURH,19933,29120610,2001-03-15,2002-07-16,1
BURL,14182,12201710,2013-11-14,2023-12-29,1
BURS,19896,12275010,1977-09-15,1985-09-19,1
BUS,77142,39804810,1992-02-20,1999-03-16,1
BUSL,19976,12330010,1984-05-17,1991-11-13,1
BUTC,19984,12340010,1985-05-16,1988-08-29,1
BUTI,10087,07465510,1987-02-19,1999-06-24,1
BUTL,10362,12364910,1998-05-14,2005-09-06,1
BUYR,85532,21029610,1998-05-14,1998-09-16,1
BUYR,85532,12011410,1998-09-17,2000-02-22,1
BUYX,87591,12426910,2000-03-16,2001-08-13,1
BUZZ,,,2008-01-17,2014-05-31,6
BV,17867,10948C10,2018-08-16,2023-12-29,1
BVA,18358,12045710,1978-07-20,1979-03-21,1
BVAP,,,2015-10-15,2019-12-31,6
BVAS,11132,09092310,1987-11-19,2002-04-30,1
BVAS,11132,87162G10,2002-05-16,2012-02-14,1
BVBC,,,2005-05-19,2010-05-03,6
BVDR,,,2007-12-20,,6
BVEW,86244,09032710,1998-09-17,2006-01-06,1
BVF1,10238,07262L10,1989-09-14,2004-06-30,1
BVF1,10238,07262L30,2004-07-15,2006-04-30,1
BVF1,10238,39091410,2006-05-18,2007-11-02,1
BVF2,80307,09067K10,1995-12-14,2000-03-15,1
BVF2,80307,09067J10,2000-03-16,2010-09-27,1
BVF2,80307,91911K10,2010-10-14,2018-07-15,1
BVF2,80307,07173410,2018-07-19,2023-12-29,1
BVFS,10238,07262710,1987-01-15,1989-07-31,1
BVIC,,,2007-08-16,2007-09-19,6
BVIC,92456,04744L10,2007-12-12,2022-08-28,1
BVIC,92456,04744L20,2022-09-15,2023-10-17,1
BVN,83445,20444810,1996-08-15,2023-12-29,1
BVNC,,,2003-03-20,2004-09-15,6
BVNC,91289,08811510,2006-06-19,2009-07-24,1
BVNK,,,2007-05-17,,6
BVNO,,,2008-11-20,2010-06-23,6
BVRS,86383,M2051210,1999-03-18,2003-02-13,1
BVRS,,,2003-02-20,2008-05-28,6
BVRT,78743,M2051410,1994-09-15,2003-08-01,1
BVRT,,,2004-05-20,2005-04-12,6
BVS,20581,09075A10,2021-03-18,2023-12-29,1
BVSI,75818,11041110,1989-12-14,1999-08-13,1
BVSN,83630,11141210,1996-07-18,2002-07-29,1
BVSN,83630,11141260,2002-08-15,2008-10-26,1
BVSN,83630,11141270,2008-11-20,2018-02-14,1
BVV,13261,07327110,2012-03-15,2018-01-31,1
BVXV,15364,09073Q10,2015-07-16,2022-11-24,1
BVXV,15364,09073Q20,2022-12-15,2023-12-29,1
BW,55597,11742110,1976-01-15,2011-03-07,1
BW,55597,57669010,2011-03-17,2023-12-29,1
BWA,79545,09972410,1993-11-18,2023-12-29,1
BWAY,81687,11200410,1995-08-17,1996-03-03,1
BWAY,81687,05603910,1996-03-14,2003-02-06,1
BWB,17350,10862110,2018-04-19,2023-12-29,1
BWC,79668,07745910,1993-11-18,2004-07-15,1
BWCF,86245,05604210,1999-02-18,2006-07-18,1
BWCI,90918,09250K10,2007-09-20,2009-07-24,1
BWCN,10220,05615F10,2010-08-02,2015-06-30,1
BWCN,10220,05605H10,2015-07-16,2023-12-29,1
BWEB,86954,M1563310,1999-07-15,2007-01-25,1
BWEB,,,2007-02-15,2008-10-14,6
BWFC,81474,06563110,1996-08-15,2001-09-10,1
BWFG,14650,06654A10,2014-06-19,2023-12-29,1
BWG,84158,10211210,1996-12-19,2002-09-17,1
BWG,,,2002-09-19,2003-09-10,6
BWI,77161,09066T10,1992-01-16,1997-10-03,1
BWI1,16417,05775510,1986-10-16,1995-10-18,1
BWI1,10239,05775520,1995-10-19,2018-07-31,1
BWI1,10239,74368L20,2018-08-16,2021-05-28,1
BWIN,16417,05775510,1976-01-15,1980-12-31,4
BWIP,76667,05604410,1991-07-18,1997-07-22,1
BWKR,17145,07024510,1983-07-14,1984-12-21,1
BWL,90987,09662710,2005-11-17,2018-07-17,1
BWLA,60898,10256510,1989-06-15,2021-05-11,1
BWLD,89904,11984810,2004-01-15,2018-02-02,1
BWLN,84294,10259510,1997-05-15,2000-12-13,1
BWLR,,,2008-11-20,2010-11-01,6
BWMN,21271,10300210,2021-06-17,2023-12-29,1
BWMX,19309,P1666E10,2020-08-20,2023-12-29,1
BWN,29911,11533110,1978-08-17,1980-10-28,1
BWP,80859,05965110,1994-12-15,2001-04-20,1
BWP,,,2001-05-17,2003-09-10,6
BWSI,76896,09061E10,1992-05-14,1995-10-18,1
BWSI,,,1995-10-19,2000-05-02,6
BWTR,18914,10220020,1992-11-19,1995-06-05,1
BWTR,18914,76165510,1995-06-15,1998-10-12,1
BWTR,18914,76165530,1998-10-15,2001-10-22,1
BWTR,18914,76165540,2001-11-15,2007-11-20,1
BWV,22767,09610B10,2022-12-15,2023-12-29,1
BWY,92109,12429T10,2007-07-19,2010-06-16,1
BXCN,90496,09624H10,2005-01-20,2016-06-13,1
BXCN,90496,09624H20,2016-06-16,2023-12-29,1
BXCO,18957,10390110,1982-10-14,1984-06-30,1
BXG,92108,09253U10,2007-07-19,2019-06-30,1
BXG,92108,09260D10,2019-07-18,2023-12-29,1
BXH,85333,10316R10,1997-11-20,1999-08-02,1
BXH,85333,25848T10,1999-08-19,2015-10-05,1
BXL,84017,08857710,2005-07-14,2007-09-28,1
BXL,,,2007-10-18,2010-08-16,6
BXLT,15401,07177M10,2015-07-01,2016-06-02,1
BXNZ,75594,08179540,1989-08-17,2007-10-18,1
BXP,85058,10112110,1997-07-17,2023-12-29,1
BXRX,19034,07160F10,2019-12-19,2022-02-15,1
BXRX,19034,07160F20,2022-02-17,2022-11-30,1
BXRX,19034,07160F40,2022-12-15,2023-11-15,1
BXSL,22098,09261X10,2021-12-16,2023-12-29,1
BY,16756,12441110,2017-08-17,2023-12-29,1
BYA,80381,07201210,1994-05-19,1998-06-04,1
BYDDY,,,2022-08-18,,6
BYDS,82252,10335810,1996-01-18,1998-03-02,1
BYFC,82812,11144410,1997-09-18,2019-03-14,1
BYH,85057,82935N10,2004-05-20,2005-04-17,1
BYI,63917,08577610,1983-11-17,1984-10-04,1
BYK,10727,07323910,1978-12-15,1982-06-04,1
BYL,84573,11766110,1997-03-20,1999-04-12,1
BYLK,,,2003-03-20,2004-02-18,6
BYLK,14303,07278810,2013-11-04,2016-04-29,1
BYND,18572,08862E10,2019-05-16,2023-12-29,1
BYRN,21272,12448X20,2021-09-16,2023-12-29,1
BYRS,,,2004-05-20,2004-09-15,6
BYRS,92320,90263610,2007-10-26,2009-01-01,1
BYRS,92320,45336E10,2009-01-15,2016-11-11,1
BYS,39159,09054510,1978-02-16,1984-08-09,1
BYSD,,,2010-03-18,2011-12-15,6
BYSI,85899,07261110,1998-05-14,2003-05-30,1
BYTX,75487,12464710,1989-09-14,1993-11-16,1
BYX,75328,07305110,1988-10-20,2003-01-22,1
BYX,,,2004-03-18,2006-02-24,6
BZ,62797,05709710,1982-06-17,2007-01-19,1
BZBC,88942,12323X10,2003-07-17,2004-01-15,1
BZET,83242,09059110,1996-04-18,1999-02-08,1
BZFD,20787,12430A10,2022-01-20,2023-12-29,1
BZH,80193,07556Q10,1994-04-14,2012-10-11,1
BZH,80193,07556Q88,2012-10-18,2023-12-29,1
BZLF,,,2008-03-20,,6
BZMT,75798,09179010,1989-10-19,1991-06-24,1
BZQI,,,2008-12-18,,6
BZUN,15365,06684L10,2015-06-18,2023-12-29,1
C,11260,17119610,1976-01-15,1998-11-12,1
C1C,,,2003-08-14,2005-05-19,6
C1H,,,2003-03-20,2012-08-30,6
CA,39810,12879310,1978-01-19,1981-05-27,1
CA1S,,,2003-06-19,2003-12-17,6
CA1S,90313,16936R10,2004-08-24,2023-12-29,1
CA3D,,,2004-04-15,2013-09-24,6
CA3E,86367,13971R30,2004-04-15,2008-08-24,1
CA3E,86367,27665010,2008-09-18,2009-08-11,1
CA3F,,,2004-04-15,2004-05-15,6
CA3G,84837,14043010,2004-04-15,2008-12-10,1
CA3G,,,2008-12-18,2018-03-19,6
CA3I,,,2004-04-15,2004-05-15,6
CA3L,89615,14378510,2004-04-15,2017-03-03,1
CA3M,,,2004-04-15,2004-05-31,6
CA3N,86251,14791010,2004-04-15,2009-03-11,1
CA3N,,,2009-03-19,2009-06-08,6
CA3R,,,2004-04-15,2004-04-23,6
CAA,65197,20588910,1981-09-17,1985-06-20,1
CAAN,10164,13214710,1989-08-17,1989-09-08,1
CAAP,17310,L1995B10,2018-02-15,2023-12-29,1
CAAS,77975,13983120,1996-06-20,1996-07-07,1
CAAS,77975,20468010,1996-07-18,1998-06-26,1
CAAU,,,2002-09-19,2004-05-15,6
CAB1,76783,13974410,1991-08-08,1995-12-29,1
CAB2,80594,13916810,1994-12-15,1996-04-15,1
CABA,19004,12674W10,2019-12-19,2023-12-29,1
CABE,90200,12680430,2004-06-25,2017-09-25,1
CABG,90472,12467610,2004-12-16,2006-04-27,1
CABH,,,2010-05-20,2018-12-31,6
CABI,75613,12990410,1992-04-16,1996-06-06,1
CABK,24601,19544810,1985-02-14,1989-04-28,1
CABL,10136,20337810,1986-10-16,1996-03-07,1
CABO,15395,12685J10,2015-07-16,2023-12-29,1
CABY,,,2010-03-18,,6
CABZ,85362,12685T10,1997-10-16,1998-11-06,1
CAC,50155,20111110,1976-01-15,1984-11-30,1
CAC1,86246,14446010,1998-09-17,2008-02-08,1
CAC2,75155,19090510,1987-10-15,1988-12-05,1
CAC3,77660,22531010,1992-08-20,2023-12-29,1
CACA,92767,G8977T10,2008-09-18,2010-01-18,1
CACA,92767,G7982P10,2010-02-18,2011-03-17,1
CACB,80112,14715410,1994-06-16,2010-11-21,1
CACB,80112,14715420,2010-12-16,2017-05-30,1
CACC,24687,19577420,1976-01-15,1989-12-17,1
CACC,,,1990-01-18,1990-05-16,6
CACC,24687,19562420,1990-05-17,1993-03-26,1
CACH,20504,12715010,1983-08-18,1993-09-15,1
CACH,20504,12715030,1993-09-16,2015-02-04,1
CACI,20512,12719020,1983-08-18,1986-06-04,1
CACI,20512,12719030,1986-06-19,2023-12-29,1
CACM,87309,12989710,1999-11-18,2001-07-17,1
CACM,,,2003-03-20,2003-09-10,6
CACO,11267,14920510,1987-04-22,2023-08-17,1
CACQ,14304,12768T10,2013-12-19,2017-08-04,1
CACS,79475,14757410,1994-01-20,1995-05-10,1
CAD,,,2007-09-20,2014-12-31,6
CADA,11656,13173010,1993-09-16,2000-04-19,1
CADA,11656,13191610,2000-04-20,2008-08-14,1
CADE,20547,12738210,1996-10-17,2000-02-04,5
CADL,89905,13123E50,2004-02-19,2018-04-05,1
CADS,20539,12720930,1984-12-20,2008-05-01,1
CADS,20539,12721E10,2008-05-15,2010-03-05,1
CADX,86335,12759010,1986-03-20,1989-05-31,1
CAE2,89462,12476510,2004-09-16,2023-12-29,2
CAER,75873,12764610,1990-03-15,2000-03-13,1
CAF,47626,12611710,1978-06-15,2023-12-29,1
CAF1,78795,14055J10,1992-12-18,1993-01-13,5
CAF1,76633,36111510,1993-02-18,1996-01-02,1
CAF1,82792,36111540,1996-01-30,1996-03-24,1
CAF1,82792,36111550,1996-04-18,1999-12-12,1
CAF1,82792,36111560,1999-12-16,2002-12-31,1
CAF1,,,2003-03-20,2004-05-15,6
CAF2,78795,14055J10,1993-01-14,1997-03-04,1
CAFC,10825,14387710,1988-08-18,2000-04-23,1
CAFC,10825,83784110,2000-05-18,2010-09-30,1
CAFD,15415,28253910,2015-07-16,2018-06-19,1
CAFE,79945,22236110,1996-01-18,1998-02-12,1
CAFE,79945,22236130,1998-02-19,1998-03-10,1
CAFE,,,1998-07-16,1999-05-13,6
CAFF,91456,61746810,2007-09-20,2014-08-22,1
CAFI,81148,13261810,1997-09-18,2014-01-29,1
CAFN,,,1998-11-19,2002-02-25,6
CAG,56274,20588710,1977-10-20,2023-12-29,1
CAGC,,,2006-06-15,2009-09-16,6
CAGC,93038,16937A20,2009-09-21,2011-03-11,1
CAGD,,,2006-02-16,2021-04-14,6
CAGD,20913,15200610,2021-04-15,2023-12-29,2
CAH,91065,P3107610,2005-12-15,2023-12-29,1
CAHC,20770,12510W10,2021-09-16,2021-09-28,1
CAHC,21941,G5709L10,2021-10-14,2023-12-29,1
CAI,64928,21079810,1983-10-20,1987-02-06,1
CAI1,11136,13973010,1987-12-17,1995-11-02,1
CAI1,11136,13973020,1995-11-16,1999-09-13,1
CAIB,,,1996-08-15,2004-03-29,6
CAIG,,,1995-06-15,,6
CAIR,85166,22040610,1997-09-18,2001-02-07,1
CAIR,,,2001-02-15,2001-12-31,6
CAIS,86882,12476Q10,1999-06-17,2001-07-18,1
CAIS,,,2001-08-16,2004-08-15,6
CAIT,85761,12707210,1998-04-16,2001-12-06,1
CAK1,77902,16307210,1992-12-17,2023-12-29,1
CAKB,,,2009-07-16,2014-12-31,6
CAKE,22737,16076910,1984-07-19,1989-05-15,1
CAKF,,,2011-06-16,2016-01-28,6
CAL,66456,12958310,1984-02-16,1992-12-16,1
CAL,66456,13020920,1993-01-14,1993-02-28,1
CAL,66456,13020930,1993-03-18,1996-01-01,1
CAL,66456,12802610,1996-01-18,1997-01-03,1
CAL1,77284,33889810,1992-08-20,1993-07-14,1
CAL1,77284,65332V10,1993-07-23,2005-08-12,1
CALB,,,2010-05-20,2014-01-23,6
CALC,81475,20290410,1995-04-20,1997-04-20,1
CALC,81475,20300410,1997-05-15,2004-12-09,1
CALD,87756,12878010,2000-04-20,2001-05-06,1
CALD,87756,12877Q10,2001-05-17,2002-03-13,1
CALD,87756,12877Q20,2002-03-14,2003-05-20,1
CALD,87756,78403A10,2003-06-19,2007-12-26,1
CALD,,,2008-03-20,2009-06-16,6
CALF,66456,13020910,1983-09-15,1983-12-22,1
CALI,20854,13142910,1986-01-16,1990-01-24,1
CALL,90355,13126N10,2004-10-14,2009-06-26,1
CALL,,,2009-08-20,2010-06-30,6
CALM,20598,12803020,1999-02-18,2023-12-29,1
CALO,75435,12991520,2004-02-19,2010-04-26,1
CALO,,,2010-05-20,2010-12-31,6
CALP,83981,13134710,1996-11-14,2005-12-05,1
CALP,,,2005-12-15,2008-02-13,6
CALP,92530,13134730,2008-02-14,2018-03-08,1
CALT,19467,13124Q10,2020-07-16,2023-12-29,1
CALV,,,2007-08-16,2017-08-16,6
CALV,16849,G1757E11,2017-08-17,2023-12-29,1
CALX,93272,13100M50,2010-04-15,2023-12-29,1
CALY,83736,13172210,1996-09-19,2003-05-27,1
CALY,83736,13172260,2003-06-19,2006-08-30,1
CALY,,,2006-09-14,2009-12-31,6
CAM,51262,13262710,1978-06-15,1987-08-21,1
CAM2,80074,13263210,1994-03-17,1998-08-31,1
CAMD,10785,13043910,1986-10-24,2010-01-27,1
CAMH,83849,13191010,1996-09-19,2003-05-07,1
CAMH,,,2013-05-16,2013-12-31,6
CAMP,20670,12990010,1984-03-15,2004-08-03,1
CAMP,20670,12812610,2004-08-19,2023-12-29,1
CAMT,88427,M2079110,2000-10-19,2023-12-29,1
CAMY,86191,12476920,2002-05-16,2019-04-18,1
CAMZ,87559,13376610,2000-03-16,2003-04-09,1
CANA,,,2010-12-16,2015-12-31,6
CAND,76215,13740910,1997-11-20,2005-06-30,1
CAND,76215,45105510,2005-07-14,2019-03-13,1
CAND,76215,45105530,2019-03-14,2021-08-03,1
CANF,14272,13471N10,2013-11-19,2019-05-09,1
CANF,14272,13471N20,2019-05-16,2023-01-08,1
CANF,14272,13471N30,2023-01-19,2023-12-29,1
CANG,87027,02771410,1999-09-16,2000-07-21,1
CANI,86055,14443310,1998-07-16,2007-04-02,1
CANM,,,2005-11-17,2009-06-09,6
CANN,21152,13800630,1982-06-17,2023-03-06,1
CANN,,,2023-03-16,,6
CANO,10634,13801210,1986-09-18,1995-02-27,1
CANO,10634,83205510,1995-03-16,1996-11-26,1
CANO,,,2003-03-20,2003-09-10,6
CANQF,,,2021-04-15,2023-03-31,6
CANX,11139,13769410,1988-03-17,2003-09-10,1
CAO,53524,14389710,1977-09-15,1979-05-16,5
CAO,53524,14389810,1983-01-03,1995-06-13,1
CAO,53524,98155F10,1995-06-15,1995-08-10,1
CAO2,85900,12596510,1998-04-16,2008-07-11,1
CAOP,90678,13780110,2005-05-05,2012-01-13,1
CAOP,,,2012-01-19,2013-01-16,6
CAP,27642,22490130,1996-10-17,2005-11-22,1
CAP,27642,04538V10,2005-12-15,2009-08-19,1
CAP1,87478,13087610,2000-01-20,2004-01-22,1
CAP1,87478,13087210,2004-02-19,2011-11-07,1
CAPB,91016,14056A10,2005-12-15,2009-03-19,1
CAPF,83737,13990510,1996-09-19,1998-11-30,1
CAPI,91979,12477X10,2007-05-17,2021-11-22,1
CAPN,15058,14066L10,2015-05-14,2017-05-11,1
CAPN,15058,83420310,2017-05-18,2017-10-05,1
CAPN,15058,83420320,2017-10-19,2022-08-25,1
CAPN,15058,83420330,2022-09-15,2023-12-29,1
CAPS,79946,14045910,1996-08-15,1998-07-08,1
CAPT,88332,14067D10,2000-08-17,2015-11-08,1
CAPT,88332,14067D40,2015-11-19,2019-10-21,1
CAPT,88332,14067D50,2019-11-14,2023-10-04,1
CAQ,87838,21813920,2003-03-20,2007-06-05,1
CAQ,87838,92554T10,2007-06-14,2009-12-31,1
CAR,26374,14628510,1978-07-20,2001-08-15,1
CARA,14422,14075510,2014-03-20,2023-12-29,1
CARB,90474,14420010,2005-02-17,2009-08-03,1
CARD,79947,14147710,1996-03-14,1997-08-08,1
CARE,64312,74311610,1983-10-20,1984-09-06,1
CARG,21638,14444810,1985-11-14,1993-03-12,1
CARH,80311,14167210,1994-05-19,1996-11-14,1
CARI,86955,14170M10,1999-07-15,2000-09-12,1
CARL,47133,48563610,1982-08-19,1994-06-21,1
CARL,47133,12561E10,1994-07-14,2010-07-12,1
CARN,15991,14452510,1988-08-18,2007-08-15,1
CARN,,,2008-08-14,2008-11-13,6
CARO,14793,14387310,2015-06-18,2020-05-01,1
CARR,19285,14448C10,2020-04-16,2023-12-29,1
CARS,75858,91724L10,1990-02-15,1992-11-12,1
CARS,75858,03060R10,1992-11-19,2010-09-30,1
CART,85806,13973310,1998-05-14,2005-12-16,1
CARX,22438,15688610,1985-04-18,1987-05-11,1
CARX,22438,12487810,1987-05-14,1988-02-02,1
CARY,84796,14175010,1997-07-17,2000-09-19,1
CARZ,12960,14133710,2011-10-20,2019-12-23,1
CAS,30402,14841110,1978-07-20,2016-12-06,1
CAS,,,2016-12-15,2017-12-31,6
CAS1,83362,14712P10,1996-06-20,1999-05-27,1
CAS1,83362,59283R10,1999-06-17,2009-08-10,1
CASA,79059,21872820,1993-03-23,1997-07-27,1
CASA,79059,21872850,1997-08-14,2000-07-05,1
CASA,79059,21872870,2000-07-20,2003-05-07,1
CASA,,,2003-05-15,2005-06-27,6
CASB,77898,14727210,2000-09-14,2011-06-30,1
CASC,21726,14719510,1980-12-18,2013-03-28,1
CASE,89805,14055X10,2003-08-14,2014-04-07,1
CASH,25065,20032410,1982-06-17,1987-09-09,1
CASI,25778,20491210,1982-05-20,2006-02-01,1
CASI,25778,12673P10,2006-02-16,2018-11-02,1
CASL,85363,14844P10,1997-11-20,2001-05-08,1
CASO,,,2003-03-20,2015-01-31,6
CASS,83738,14774110,1996-09-19,2001-01-29,1
CASS,83738,14808P10,2001-02-15,2023-12-29,1
CAST,80802,17289510,1994-09-15,1999-12-01,1
CASU,13749,90290N10,2013-02-14,2023-12-29,1
CASY,21742,14752810,1984-04-19,2023-12-29,1
CAT,18542,14912310,1976-01-15,2023-12-29,1
CATA,21291,14064010,1988-10-20,2001-11-02,1
CATB,83363,14934810,1997-09-18,2000-11-09,1
CATC,,,2004-05-20,2005-05-18,6
CATC,16976,13215210,2017-10-18,2023-12-29,1
CATG,89019,13214810,2001-07-19,2006-07-27,1
CATG,,,2006-08-17,2010-09-30,6
CATH,76747,14916F10,1991-09-19,2000-01-10,1
CATI,89876,14622910,2003-11-20,2023-12-29,1
CATL,,,2006-10-19,2008-03-04,6
CATM,92457,14161H10,2007-12-11,2016-06-30,1
CATM,92457,G1991C10,2016-07-14,2021-06-18,1
CATP,79075,13252410,1993-07-15,2001-07-10,1
CATS,79156,14888110,1993-06-17,2008-10-10,1
CATT,86713,14901610,1999-03-18,2009-06-23,1
CATV,20467,12690410,1982-08-19,1988-10-08,1
CATX,81476,12477810,1995-04-20,1999-01-26,1
CATY,76504,14915010,1998-07-16,2023-12-29,1
CATZ,88793,20485310,2000-12-14,2004-10-29,1
CAUL,92936,16936J10,2009-07-16,2012-10-09,1
CAUL,92936,16936J20,2012-10-18,2014-05-15,1
CAUS,,,2006-08-17,2008-12-31,6
CAUT,25743,20490110,1976-06-17,1992-12-18,1
CAV,46009,14964510,1976-01-15,1978-09-30,1
CAVA,23941,14892910,2023-07-20,2023-12-29,1
CAVB,85861,14954710,1998-05-14,2006-02-03,1
CAVM,92034,14965A10,2007-05-17,2011-06-19,1
CAVM,92034,14964U10,2011-07-14,2018-07-05,1
CAVN,87305,14964910,1999-12-16,2000-12-14,1
CAVN,,,2003-03-20,2004-05-15,6
CAVR,86431,14688110,1985-12-19,1998-09-08,1
CAVR,,,2000-01-20,2004-05-15,6
CAVS,,,2005-05-19,2009-08-24,6
CAW,49402,12769510,1978-07-20,1995-03-02,1
CAWS,80226,12476P10,1994-09-15,1998-01-12,1
CAWS,,,1998-07-16,1999-08-31,6
CAWW,85807,23028010,1998-04-16,1998-11-01,1
CAWW,85807,00431910,1998-11-19,2001-07-16,1
CAX,30779,20829110,1976-10-14,1987-06-22,1
