TICKER,PERMNO,NCUSIP,sdate,edate,SCORE
VRTS,80055,92343610,1994-02-17,2005-07-01,1
VRTT,,,2015-10-15,2017-12-31,6
VRTU,92229,92827P10,2007-08-16,2021-02-10,1
VRTVW,14751,92345410,2014-07-17,2023-11-29,1
VRTX,81227,92904710,1986-01-16,1986-12-31,1
VRTY,82535,92343C10,1995-11-16,2005-12-29,1
VRUS,91971,71715N10,2007-05-17,2012-01-17,1
VRYA,88652,M9754010,2000-10-19,2002-04-30,1
VRYA,88652,M9754011,2005-08-18,2007-01-16,1
VRYA,88652,M9754013,2007-01-18,2007-06-11,1
VRYA,,,2007-06-14,2013-11-05,6
VS,14306,92838410,1993-07-15,1995-09-10,1
VS,14306,36102210,1995-09-14,1997-12-30,1
VS00,,,2004-04-15,2005-01-19,6
VS00,91911,91792710,2007-03-16,2009-07-14,1
VS1,83232,92208M10,1996-04-18,1999-02-17,1
VSA,64389,92825310,1982-10-14,1983-12-07,1
VSAL,81091,92845510,1982-06-17,1986-12-22,1
VSAL,,,1987-04-16,1996-02-02,6
VSAR,14555,92529L10,2014-04-17,2018-10-15,1
VSAR,14555,03890D10,2018-10-18,2023-12-29,1
VSAT,84348,92552V10,1997-01-16,2023-12-29,1
VSBC,12276,91828310,1989-09-14,1994-07-01,1
VSCE,,,2003-04-17,2005-12-20,6
VSCI,78217,92791210,1993-11-18,2015-03-31,1
VSCI,78217,19243A10,2015-04-16,2018-04-23,1
VSCM,92472,92833U10,2007-12-20,2012-12-11,1
VSCM,92472,92833U20,2012-12-20,2015-12-31,1
VSCO,,,2007-08-16,2008-07-16,6
VSCO,92805,88630M10,2008-10-01,2015-08-20,1
VSCP,91286,92826910,2006-11-16,2013-08-21,1
VSCP,91286,92826920,2013-09-19,2016-05-10,1
VSE1,82622,92327K10,1997-10-16,1999-01-15,1
VSEA,86791,92220710,1999-04-15,2011-11-09,1
VSEN,81017,92656X10,1995-05-18,1997-02-12,1
VSEN,84585,81731K10,1997-02-20,2000-03-31,1
VSEN,,,2000-04-20,2009-03-19,6
VSES,91322,92336G10,2006-06-14,2008-10-31,1
VSES,,,2008-11-20,2012-12-31,6
VSF,84784,92845010,2002-04-18,2007-11-23,1
VSF,,,2007-12-20,2008-11-03,6
VSGN,83917,92829T10,1996-09-19,1998-02-27,1
VSH,57808,92829810,1983-11-17,2023-12-29,1
VSHP,87355,92848M10,1999-11-18,2001-04-12,1
VSIN,77363,91832B50,1994-11-17,1999-01-14,1
VSIN,77363,91832B88,1999-02-18,1999-09-22,1
VSIN,,,2001-10-18,2008-08-23,6
VSIO,82623,92791410,1995-12-14,2000-01-07,1
VSL,88494,92659G60,2002-03-14,2008-02-12,1
VSL,88494,87656410,2008-02-14,2013-06-07,1
VSL,,,2013-06-20,2016-03-31,6
VSLF,12275,91791010,1989-12-14,1991-06-23,1
VSLF,,,2002-09-19,2004-05-15,6
VSLR,14982,92854Q10,2014-11-20,2020-10-07,1
VSMR,,,2009-04-16,2013-06-30,6
VSMWI,16279,92532W10,2016-10-20,2019-10-04,1
VSNR,82759,92830V10,1996-01-18,1999-03-02,1
VSNR,82759,80603P10,1999-03-18,2005-10-17,1
VSNR,82759,67020Y10,2005-10-20,2022-03-03,1
VSNT,83808,92528410,1996-08-15,2005-08-22,1
VSNT,83808,92528430,2005-09-15,2010-08-26,1
VSPR,20181,92538T10,2021-04-15,2021-05-05,1
VSPR,20181,88331L10,2021-05-20,2023-12-29,1
VSR,71191,92529710,1986-11-20,2016-05-16,1
VSRV,,,2007-12-20,2014-03-31,6
VSSK,,,2001-12-20,2004-08-15,6
VST,67096,91827310,1986-11-20,1991-03-12,1
VST1,86927,92861510,1999-05-20,2001-05-30,1
VST2,88156,92548910,2002-03-14,2004-07-22,1
VST2,88156,92548930,2004-08-19,2004-11-05,1
VSTA,80718,92628610,1976-09-16,1986-04-21,1
VSTA,,,1987-12-17,1996-02-02,6
VSTE,16736,92840M10,2017-05-10,2023-12-29,1
VSTM,13202,92337C10,2012-03-15,2023-05-31,1
VSTM,13202,92337C20,2023-06-15,2023-12-29,1
VSTN,84568,92839P10,1997-04-17,1999-09-30,1
VSTO,88319,92839U20,2011-01-10,2023-12-29,1
VSTOW,15168,92837710,2015-02-19,2023-12-29,1
VSTR,10820,92545410,1986-11-20,1995-02-21,1
VSTY,87643,92230010,2000-03-16,2000-06-25,1
VSTY,87643,92228110,2000-07-20,2007-12-31,1
VSUL,,,2006-05-18,2018-06-13,6
VSUL,23375,49923810,2022-09-16,2023-12-29,1
VSVR,81650,92691810,1995-09-14,1999-11-23,1
VSVR,81650,30231110,1999-12-16,2003-08-11,1
VSVR,,,2004-06-17,2010-03-30,6
VSX,12265,92844S10,1992-07-16,2005-05-27,1
VSYS,,,2003-11-20,2016-12-31,6
VTA,79927,92539110,1994-02-17,2006-01-04,1
VTA,,,2006-01-19,2006-10-03,6
VTAE,14938,92847N10,2014-11-20,2016-10-24,1
VTAGY,,,2022-08-18,,6
VTAL,88653,92846N10,2000-09-29,2011-06-16,1
VTCH,84282,92848910,1997-01-16,2001-08-17,1
VTCH,,,2003-04-17,2003-09-10,6
VTCI,93047,92847A20,2009-10-15,2014-08-15,1
VTEK,81219,92890310,1984-03-15,1988-07-07,1
VTEK,81219,30160710,1988-07-14,2000-01-05,1
VTEK,81219,29014310,2000-01-20,2001-07-31,1
VTEL,77505,92658N10,1992-07-16,1993-07-14,1
VTEL,77505,91833310,1993-07-23,2002-01-17,1
VTEL,77505,34629U10,2002-02-14,2009-12-28,1
VTEL,77505,04649U10,2010-01-14,2023-12-29,1
VTEX,92866,92532010,1988-07-14,2000-02-04,1
VTGU,92150,G9320511,2008-06-19,2015-09-11,1
VTI,69737,92204810,1987-01-15,1988-07-27,1
VTIV,87257,92279310,1999-10-14,2006-06-18,1
VTIV,87257,46122E10,2006-07-20,2010-08-04,1
VTK,37815,92552810,1990-12-20,1992-10-20,1
VTK,37815,21118810,1992-11-19,1998-05-29,1
VTK1,82536,92857V10,2000-05-18,2006-11-15,1
VTLK,77382,92846E10,1992-05-14,1998-08-28,1
VTN,77591,92093110,2002-10-17,2010-05-31,1
VTN,77591,46131T10,2010-06-17,2017-06-15,1
VTNA,82624,92850E10,2005-02-17,2014-03-26,1
VTO,77560,92850230,1992-12-17,2009-08-21,1
VTO,,,2009-09-17,2010-12-31,6
VTOK,,,2007-12-20,2008-10-14,6
VTOR,,,2001-12-20,2008-12-31,6
VTRA,80374,92239810,1994-07-14,1998-01-06,1
VTRQ,,,2007-05-17,2014-04-18,6
VTRU,19848,G9440D10,2020-11-19,2023-12-29,1
VTRX,80486,92281210,1984-08-16,1991-02-01,1
VTS,23630,92852X10,2023-03-16,2023-12-29,1
VTSP,93071,92849E10,2009-11-19,2019-12-16,1
VTSS,77173,92849710,1992-01-16,2010-07-01,1
VTSS,77173,92849730,2010-07-15,2015-04-27,1
VTST,,,2004-07-15,2004-11-15,6
VTTI,14858,Y9384M10,2014-09-18,2017-09-14,1
VTUS,12497,92282210,2011-02-17,2014-07-13,1
VTUS,12497,04539610,2014-07-17,2023-12-29,1
VTVT,15542,91838510,2015-09-17,2023-11-20,1
VTX,70260,91838810,1987-07-16,1995-09-15,1
VTX,,,1996-06-20,2003-09-10,6
VTYE,,,2006-08-17,2018-03-29,6
VTYX,22256,92332V10,2021-11-18,2023-12-29,1
VTZ,89622,92839Y10,2003-02-20,2008-03-06,1
VUBN,79768,92017010,1985-12-19,1987-05-18,1
VUOC,,,2010-10-14,2016-12-31,6
VUPD,80773,92657V10,1996-10-17,1999-10-19,1
VUSA,86849,92038N10,1999-05-20,2000-08-11,1
VUSA,,,2003-04-17,2004-05-15,6
VUZI,,,2011-02-17,2014-06-18,6
VUZI,15186,92921W30,2015-01-28,2023-12-29,1
VV,68734,92549210,1986-06-19,1991-07-15,1
VVDI,88614,92851S10,2000-09-12,2000-12-10,1
VVDI,88614,92851S20,2000-12-14,2006-08-03,1
VVDU,,,2005-12-15,,6
VVI,19721,92552R10,1996-09-19,2004-06-30,1
VVI,19721,92552R40,2004-07-15,2023-12-29,1
VVID,84349,92853810,1997-01-16,2000-01-14,1
VVOS,20332,92859E10,2021-01-14,2023-10-26,1
VVPR,16536,G9376R10,2021-04-15,2023-10-05,1
VVR,86143,92096110,2003-02-20,2010-05-31,1
VVR,86143,46131H10,2010-06-17,2021-07-15,1
VVTV,77007,92047K10,1993-05-20,2014-11-19,1
VVTV,77007,30048710,2014-11-20,2019-07-16,1
VVTV,77007,45246510,2019-07-18,2019-12-11,1
VVTV,77007,45246520,2019-12-19,2023-07-07,1
VVTV,,,2023-07-20,,6
VVUS,80485,92855110,1994-06-16,2018-09-10,1
VVUS,80485,92855130,2018-09-20,2020-07-16,1
VVUS,,,2020-08-20,2022-12-31,6
VVV,16338,92047W10,2016-10-20,2023-12-29,1
VVVV,88582,92553W10,2000-10-19,2001-11-14,1
VVVV,,,2003-04-17,2003-09-10,6
VWAGY,,,2020-01-16,,6
VWDR,,,2008-03-20,,6
VWR,15023,91843L10,2014-11-20,2017-11-21,1
VWRX,10075,91843510,1986-06-19,1999-07-27,1
VXGN,87023,92239020,1999-08-19,2004-08-06,1
VXGN,,,2004-08-19,2017-12-31,6
VXX,,,2010-04-15,2014-08-22,6
VYBN,80021,91929110,1985-11-14,1994-05-31,1
VYCO,,,2010-05-20,2018-03-30,6
VYFC,91187,91962910,2006-04-17,2015-06-30,1
VYGR,15856,92915B10,2015-12-17,2023-12-29,1
VYRX,83577,92922E10,2003-11-20,2004-08-15,1
VYSI,85855,92896110,1998-03-19,2001-12-04,1
VYST,,,2004-05-20,2013-11-19,6
VYTL,84147,92552920,1996-12-19,2001-05-01,1
VYTL,,,2001-06-14,2003-12-31,6
VYYO,88204,91845810,2000-05-18,2002-07-31,1
VYYO,88204,91845820,2002-08-15,2008-03-25,1
VZCN,,,2005-02-17,2006-03-16,6
VZIO,20659,92858V10,2021-05-20,2023-12-29,1
W,21186,96154810,1976-01-15,2002-01-29,1
W,21186,58333410,2002-02-14,2015-07-01,1
WA0N,89701,92974110,2004-04-15,2011-11-22,1
WA0P,86008,93675010,2004-04-15,2013-02-03,1
WA0P,86008,02153V10,2013-02-14,2015-12-21,1
WA0Q,89975,94102210,2004-04-15,2005-05-06,1
WAAS,16450,G0443N10,2016-11-17,2020-03-27,1
WAB1,81677,96038610,1995-08-17,2000-05-01,1
WAB1,81677,92974010,2000-05-18,2023-12-29,1
WAC1,77080,93439010,1992-02-20,2001-06-08,1
WAC1,,,2001-06-14,2003-04-16,6
WAC1,89686,93439040,2003-04-17,2013-02-13,1
WACI,,,2004-05-20,2008-11-14,6
WACL,81331,93000420,1995-01-19,2003-09-10,1
WACZ,,,1991-02-14,1999-09-03,6
WAE,67117,96823310,1985-02-14,1991-04-10,1
WAG,19502,93142210,1976-01-15,2014-12-30,1
WAG,19502,93142710,2015-01-15,2023-12-29,1
WAGE,13400,93042710,2012-06-14,2019-08-29,1
WAGM,,,1988-04-14,2009-12-31,6
WAH,75431,95707110,1989-06-15,1992-05-29,1
WAHK,,,1995-02-16,1999-10-20,6
WAI,80410,95767410,1994-03-18,1998-08-10,1
WAIG,92967,95790A10,2009-07-16,2021-11-18,1
WAIR,12908,95081410,2011-09-15,2020-01-08,1
WAK,45137,92979410,1978-07-20,2002-05-08,1
WAKE,,,1998-01-15,2009-07-21,6
WAL,22269,95758610,1976-01-15,1986-12-18,1
WAL1,76150,93056910,1990-07-19,1998-05-17,1
WAL1,76150,93056920,1998-06-18,1998-07-14,1
WAL2,79024,93204510,1993-04-15,1999-12-29,1
WALB,81382,93115410,1984-03-15,1999-06-16,1
WALD,81403,93118410,1986-01-16,1987-03-20,1
WALK,77442,93166410,1992-05-14,2001-03-05,1
WALK,,,2002-07-18,2003-05-12,6
WALN,90776,95763810,2005-07-14,2023-12-29,1
WALS,11660,93313210,1989-01-19,1998-12-14,1
WAMU,81593,93933410,1984-03-15,1994-11-30,1
WAMU,81593,93932210,1994-12-15,2011-04-14,1
WAN,65816,93369620,1979-08-16,1993-09-21,1
WAN,80057,93369N10,1993-12-17,1999-06-23,1
WAND,82621,59935P10,1997-02-20,2004-01-13,1
WAND,82621,59935P20,2004-03-18,2023-12-29,1
WARN,81518,93445910,1978-08-17,1985-01-25,1
WASC,11030,95767810,1987-01-21,1988-04-25,1
WASH,11397,94061010,1990-01-18,2023-12-29,1
WAST,,,1999-06-17,2004-05-15,6
WAT,82651,94184810,1996-01-18,2023-12-29,1
WAT1,77191,88162G10,1992-11-19,2023-12-29,1
WATF,10440,94139320,1986-07-01,1988-12-22,1
WATF,12107,94151330,1989-09-01,2004-12-23,1
WATS,78916,94268310,1993-05-20,2013-01-23,1
WATS,78916,00507K10,2013-02-14,2013-09-30,1
WATS,78916,G0083B10,2013-10-17,2015-06-14,1
WATS,78916,G0177J10,2015-06-18,2020-05-08,1
WATT,10606,94274910,1986-08-21,2023-12-29,1
WAUW,90961,94348P10,2005-12-15,2008-08-03,1
WAUW,90961,94188810,2008-08-14,2014-01-22,1
WAUW,90961,94188P10,2014-02-20,2023-12-29,1
WAV,87639,88343A10,2000-03-16,2007-05-25,1
WAVC,88386,94357010,2000-06-15,2002-04-09,1
WAVC,,,2004-07-15,2005-08-04,6
WAVE,80671,94353L10,1994-08-18,1995-06-15,1
WAVO,81018,94356710,1995-09-14,1999-06-13,1
WAVO,81018,94402710,1999-06-17,2000-12-06,1
WAVR,81737,94385210,1987-02-19,1988-05-01,1
WAVR,81737,94361410,1988-05-19,1998-06-03,1
WAVT,80855,94352Q10,1994-10-20,2000-04-24,1
WAVV,91746,65337Y10,2007-01-23,2010-06-20,1
WAVV,91746,65337Y40,2010-07-15,2010-07-22,1
WAVV,,,2010-08-19,2010-12-31,6
WAVX,80858,94352610,1998-05-14,2006-07-25,1
WAVX,80858,94352630,2006-08-17,2013-06-30,1
WAVX,80858,94352640,2013-07-18,2015-12-30,1
WAVX,80858,94352660,2016-01-14,2016-02-09,1
WAVX,,,2016-02-18,2019-12-31,6
WAXM,81753,94412410,1986-03-20,1999-01-29,1
WAYN,79313,94624710,1997-05-15,1997-10-13,1
WAYN,79313,94625110,1997-10-16,1997-11-27,1
WAYN,79313,94625010,1997-12-18,2003-01-08,1
WAYN,79313,94624Q10,2003-02-20,2014-02-19,1
WB,50200,92976910,1976-01-15,1985-12-04,1
WB,50200,33748810,1985-12-19,1991-05-19,1
WB,50200,92977110,1991-06-20,2001-08-31,1
WBAI,14280,33829R10,2013-12-19,2021-04-19,1
WBAI,14280,05547410,2021-05-20,2022-12-22,1
WBAI,14280,05547420,2023-01-19,2023-12-29,1
WBAN,79120,95190110,1993-06-17,1997-04-23,1
WBAT,93113,96124310,1996-01-18,1996-12-13,1
WBB,39562,94742310,1978-07-20,2001-07-31,1
WBB,,,2001-08-16,2002-08-17,6
WBBC,81796,94741510,1983-01-20,1986-11-12,1
WBC,65445,95715210,1982-09-09,1998-09-16,1
WBC,,,1998-10-15,1999-12-31,6
WBCC,,,2002-11-14,2003-02-19,6
WBCC,86199,93730310,2003-02-20,2014-04-30,1
WBCK,92188,92927K10,2007-08-16,2020-05-28,1
WBCO,80290,94762110,1994-03-17,2004-12-07,1
WBD,89305,97263M10,2002-07-18,2011-05-27,1
WBED,23991,18272910,1984-07-19,1988-12-17,1
WBEV,22417,97265W10,2022-01-20,2022-12-12,1
WBEV,,,2022-12-15,2023-12-31,6
WBG,83834,96919910,1996-10-17,2009-03-03,1
WBG,83834,96920310,2009-03-19,2018-03-26,1
WBG,,,2018-04-19,2020-12-31,6
WBID,,,2004-08-19,2004-09-15,6
WBKC,81019,95711610,1995-09-14,2006-12-29,1
WBLT,79883,94908710,1994-02-17,1995-01-27,1
WBMD,90914,94770V10,2005-10-20,2017-09-15,1
WBN,75621,92939410,1989-06-15,1997-07-28,1
WBN,75621,43738E10,1997-08-14,2001-09-09,1
WBN,75621,44183S10,2001-10-18,2001-11-06,1
WBN,,,2001-11-15,2004-03-15,6
WBNC,11323,93726510,1988-01-14,1994-07-01,1
WBR,61225,93114610,1982-06-17,1985-12-03,1
WBRB,,,2005-11-17,2014-11-12,6
WBRF,,,2009-05-14,,6
WBRO,93199,97824810,1986-01-16,1986-01-24,1
WBSN,87827,94768410,2000-05-18,2013-06-25,1
WBST,10932,94789010,1987-10-15,2023-12-29,1
WBVN,87428,94845V10,1999-12-16,2001-07-06,1
WBVN,,,2003-04-17,2004-05-15,6
WBX,22175,N9420910,2021-11-18,2023-12-29,1
WBXY,,,1988-08-18,1991-05-15,6
WBXY,90058,96779710,2004-02-12,2011-04-08,1
WCAA,90241,92926K10,2004-07-15,2012-03-22,1
WCAP,82537,97385910,2002-09-19,2003-04-14,1
WCAP,,,2004-07-15,2005-08-12,6
WCAS,82174,95800910,1978-01-19,1985-04-16,1
WCAT,82828,96688010,1983-10-20,1992-08-24,1
WCBC,12144,95214310,1990-07-19,1994-11-10,1
WCBI,77704,95750410,1993-02-18,1998-12-31,1
WCBN,76331,95214510,1995-10-19,2011-05-19,1
WCBN,76331,95214520,2011-06-16,2013-03-28,1
WCBO,80673,95214410,1994-12-15,1995-02-28,1
WCC,,,1985-04-18,1989-12-31,6
WCCX,80774,92979810,1994-09-15,2004-01-20,1
WCCX,80774,36159R10,2004-02-19,2014-06-29,1
WCCX,80774,36162J10,2014-07-17,2023-12-29,1
WCEC,83578,95218210,1996-06-20,1998-10-07,1
WCEC,,,1999-05-20,2004-03-15,6
WCEN,83300,97659710,1978-08-17,1980-03-31,1
WCFB,80856,94769310,1996-03-14,1999-06-30,1
WCFB,80856,94769210,1999-07-15,2004-08-19,1
WCG,87295,96945510,1999-11-18,2002-02-28,1
WCG,,,2002-03-14,2003-04-16,6
WCG,89623,97248710,2003-04-17,2003-11-06,1
WCGE,,,2006-09-14,2016-04-14,6
WCGI,90272,94946T10,2004-07-15,2020-01-23,1
WCHI,82676,96183310,1984-09-20,1987-02-09,1
WCI,38551,93443610,1976-01-15,1990-01-09,1
WCIC,14043,92923C80,2013-09-19,2017-02-10,1
WCIE,89347,92923C10,2002-04-18,2008-08-04,1
WCIE,,,2008-08-14,2009-12-31,6
WCII,76979,97551510,1994-12-15,2001-04-17,1
WCII,,,2001-05-17,2006-12-31,6
WCIS,,,2006-05-18,2009-12-31,6
WCLB,92997,93426010,1986-03-20,1994-02-23,1
WCLX,76664,97659210,1991-07-18,2001-10-08,1
WCN,55562,98117910,1978-05-18,1978-08-25,1
WCNX,86097,94105310,1998-06-18,2016-05-31,1
WCNX,92949,94106B10,2016-06-16,2023-12-29,1
WCOM,81510,93444810,1985-12-19,1992-03-18,1
WCOM,81510,93446710,1992-04-16,1995-11-10,1
WCRP,10211,95790710,1986-09-18,2006-02-28,1
WCRS,75565,92923P20,1988-02-18,1990-05-16,1
WCRS,75565,00760H20,1990-05-21,1992-10-23,1
WCRS,,,1998-03-19,2014-12-31,6
WCRX,85326,93443520,1997-09-18,2000-09-28,1
WCS,51932,93227010,1976-01-15,2003-05-15,1
WCS1,81020,95081310,2004-09-16,2005-06-30,2
WCS1,,,2005-08-18,2013-12-31,6
WCSC,,,2006-12-14,2014-06-30,6
WCTI,78918,92923M10,1993-05-20,1995-05-18,1
WCTV,83417,97816010,1983-03-17,1984-04-12,1
WCTV,75954,95752F10,1989-09-14,1996-05-30,1
WCXR,91487,G9435N10,2006-10-19,2009-08-20,1
WCXR,91487,G9436810,2009-09-17,2013-09-30,1
WCYS,10581,98119410,1986-12-18,1987-12-13,1
WCYS,10581,06652210,1987-12-17,1994-05-27,1
WCZ,89607,94947510,2002-11-14,2005-12-28,1
WD,22429,93405110,1978-07-20,1980-12-31,1
WDAY,13628,98138H10,2012-10-18,2023-12-29,1
WDC,66384,95810210,1982-08-19,2023-12-29,1
WDEP,82211,95807720,1983-08-18,1998-06-26,1
WDFC,81294,92923610,1976-08-19,2023-12-29,1
WDGJ,,,2005-04-14,,6
WDH,71212,97266510,1986-12-24,1989-11-22,1
WDHD,83433,97943810,1978-06-15,2006-08-09,1
WDIU,,,2004-05-20,2005-03-18,6
WDKA,,,2012-05-17,2014-12-31,6
WDMR,83142,97341110,1983-05-17,2000-05-11,1
WDMR,83142,03815A10,2000-05-18,2006-11-02,1
WDN,80213,93121010,1994-11-17,2000-02-29,1
WDPT,86098,96759010,2003-10-16,2020-11-08,1
WDPT,86098,96759020,2020-11-19,2023-12-29,1
WDR,85931,93005910,1998-04-16,2021-04-30,1
WDRY,83810,19259L10,1996-08-15,2000-07-13,1
WDT,67109,94846210,1984-01-19,1987-06-15,1
WDWD,12477,93148P10,2010-12-16,2023-12-29,1
WDYC,,,2006-06-15,2007-11-28,6
WE1I,,,2004-04-15,2004-06-01,6
WE1J,87192,94767P10,2004-04-15,2005-04-05,1
WE1J,87192,94767P20,2005-04-14,2006-05-12,1
WE1M,,,2004-04-15,2007-05-08,6
WE1N,,,2004-04-15,2006-08-16,6
WE1N,81226,95954220,2006-08-17,2008-08-19,1
WEA,84787,95991010,1997-07-17,2001-10-01,1
WEAV,22416,94724R10,2021-12-16,2023-12-29,1
WEB1,87429,94733610,2000-01-20,2001-08-03,1
WEBB,83579,94748P10,1999-09-16,2002-03-06,1
WEBB,,,2004-06-17,2004-11-15,6
WEBC,85050,95768310,1997-11-20,1999-11-15,1
WEBK,86393,95269810,1999-06-17,2003-06-30,1
WEBM,87644,94768C10,2000-03-16,2007-06-01,1
WEBR,21789,94770D10,2021-09-16,2023-02-17,1
WEBS,10236,94780010,1987-03-19,1990-10-04,1
WEBT,86741,94844D10,1999-03-18,2001-03-30,1
WEBX,88478,94767L10,2000-09-14,2007-05-25,1
WECA,93084,95787810,1985-08-15,1992-12-18,1
WECF,,,2008-09-18,2014-09-30,6
WECO,81569,93881510,1981-03-19,1997-02-10,1
WED2,88205,95690910,2004-09-16,2007-10-17,2
WED2,,,2008-11-20,,6
WEDC,45903,94790010,1994-02-17,1996-04-30,1
WEE,89348,95766410,2002-09-19,2010-01-14,1
WEES,,,2006-02-16,2009-01-30,6
WEFC,81590,94975910,1998-01-15,2005-02-21,1
WEFC,,,2005-03-17,2010-01-21,6
WEFF,,,2008-11-20,2014-08-28,6
WEG,88901,96949110,2001-10-18,2003-09-01,1
WEG,88901,55908010,2003-09-18,2023-09-22,1
WEGC,90777,96149R10,2005-06-20,2008-06-26,1
WEGC,90777,22883410,2008-07-17,2009-03-27,1
WEGC,,,2009-04-16,2010-12-31,6
WEGI,,,2002-06-20,2005-06-13,6
WEHO,83968,96176710,1998-01-15,2000-01-06,1
WEI,63626,96328010,1983-11-17,1988-02-22,1
WEIS,81892,94901710,1978-09-14,1989-12-11,1
WEJO,22352,G9525W10,2021-12-16,2023-06-08,1
WEJO,,,2023-06-15,,6
WEL,85759,09946910,1999-03-18,2003-10-01,1
WEL,85759,09946950,2004-06-17,2010-09-17,1
WELB,23288,94908530,1988-06-16,1988-09-19,1
WELC,80954,94911610,1994-11-17,1997-01-13,1
WELL,79533,94947010,1994-02-17,1998-09-09,1
WEM,76576,95815310,1991-06-20,1994-02-15,1
WEM,,,1996-12-19,2012-06-30,6
WEN,63060,95059010,1977-09-15,2008-09-29,1
WER,64493,94762310,1983-07-14,1987-04-08,1
WER,,,1991-05-16,1996-02-02,6
WERN,10397,95075510,1986-06-20,2023-12-29,1
WERY,,,2004-05-20,2012-11-14,6
WERY,14355,76283120,2013-12-13,2022-08-25,1
WERY,14355,76283130,2022-09-15,2023-08-21,1
WES,92672,95825410,2008-05-15,2019-02-27,1
WEST,,,1999-07-15,2003-09-10,6
WETT,82705,96189610,1976-01-15,1992-10-29,1
WETT,,,1992-12-17,1998-07-10,6
WEX,81651,97424110,2001-11-15,2010-03-19,1
WEYS,38033,96214910,1976-01-15,2019-12-31,1
WF,75195,97562810,1987-08-19,1988-12-12,1
WFBI,13713,94073010,2015-12-17,2017-12-29,1
WFC,50024,94974010,1976-01-15,1998-11-02,1
WFCI,78919,97562910,1993-04-15,1994-12-16,1
WFCO,79200,97644610,1996-11-14,2004-10-18,1
WFCS,10467,93524110,1987-01-15,1988-09-14,1
WFCS,10467,93471010,1988-10-03,2002-12-31,1
WFD,89262,96008D10,2002-04-18,2007-01-03,1
WFD,89262,96008P10,2007-01-18,2016-10-23,1
WFD,89262,95889210,2016-11-17,2023-12-29,1
WFDS,77523,98180910,1992-06-18,1999-11-29,1
WFFI,82626,95817610,1997-02-20,1997-06-13,1
WFHC,87008,97815010,1999-08-19,2004-04-13,1
WFHC,,,2004-05-20,2005-12-31,6
WFHO,89856,98106310,2004-05-20,2014-05-21,1
WFHO,89856,98106320,2014-06-19,2014-11-18,1
WFHO,89856,98105T10,2014-11-20,2019-01-10,1
WFHO,89856,98106410,2019-03-14,2023-12-29,1
WFII,87430,97653A10,1999-12-16,2007-09-16,1
WFII,87430,50077B10,2007-09-20,2009-09-10,1
WFII,87430,50077B20,2009-09-17,2023-12-29,1
WFIL,,,2007-11-15,2013-11-11,6
WFLT,76754,94949710,1991-09-19,1994-10-20,1
WFLT,76754,07251010,1994-11-17,1998-08-28,1
WFM,54623,94975210,1977-12-15,1989-04-27,1
WFMI,77281,96683710,1992-04-16,2017-08-25,1
WFN,49840,95943210,1982-12-29,1989-06-16,1
WFOR,11286,93883010,1989-01-19,1991-12-02,1
WFPR,93105,95817110,1986-11-20,1994-12-07,1
WFPR,93105,95989710,1994-12-15,1999-11-30,1
WFPR,93105,92925110,1999-12-16,2008-12-01,1
WFPR,93105,92925187,2008-12-18,2010-04-30,1
WFR,81776,55271510,1995-07-13,2013-06-02,1
WFR,81776,86732Y10,2013-06-20,2016-04-20,1
WFR,,,2016-05-19,2019-12-31,6
WFS1,11321,93883210,1988-03-17,1995-06-21,1
WFS1,11321,33690910,1995-07-20,1996-07-15,1
WFSA,82254,95817010,1987-10-15,1988-09-27,1
WFSA,,,1991-05-16,1996-02-02,6
WFSB,82123,95737810,1986-02-20,1986-06-30,1
WFSC,,,2003-09-18,2013-09-19,6
WFSG,84351,97186710,1997-09-18,2000-05-17,1
WFSG,84351,97186720,2003-08-13,2004-08-17,1
WFSG,84351,08786610,2004-08-19,2008-11-10,1
WFSI,82228,92923B10,1995-10-19,2006-02-28,1
WFSL,81577,93882810,1983-08-18,1995-02-05,1
WFSL,81577,93882410,1995-02-16,2023-12-29,1
WFTB,,,2008-04-17,2021-02-17,6
WFTB,20558,95284510,2021-02-18,2023-12-29,2
WG,47108,96920710,1985-08-15,1995-05-21,1
WG,47108,76168010,1995-06-15,1997-12-29,1
WGA,63829,94976510,1982-03-18,2014-10-29,1
WGA,63829,00108M10,2014-11-20,2016-12-08,1
WGA,,,2016-12-15,2018-03-30,6
WGAT,86850,98156L30,1999-05-20,2007-10-03,1
WGAT,,,2008-05-15,2013-12-31,6
WGBC,86543,97111E10,1999-06-17,2002-04-03,1
WGBC,86543,97111W10,2002-04-18,2008-12-05,1
WGDF,,,2006-08-17,2007-07-18,6
WGDF,92425,95828P20,2007-11-08,2009-06-01,1
WGER,82262,95826410,1979-11-15,1981-09-30,1
WGHG,,,2002-11-14,2004-12-31,6
WGHT,81841,94862410,1983-01-20,1991-08-22,1
WGL,21231,93883710,1978-04-20,2000-10-31,1
WGL,21231,92924F10,2000-11-16,2018-07-06,1
WGNB,89293,92923K10,2002-02-14,2009-09-02,1
WGO,51086,97463710,1977-06-16,2023-12-29,1
WGOV,84403,98074510,1997-01-14,2023-12-29,1
WGPN,13738,95825R10,2013-01-17,2019-02-27,1
WGPN,13738,95866910,2019-03-14,2023-12-29,1
WGR,75888,95825910,1990-09-20,2006-08-23,1
WGRD,87097,94110510,1999-09-16,2006-10-04,1
WGTI,80487,93369210,1994-05-19,1998-09-18,1
